target,gender,match_id,home_team,away_team,sportsbook_line,prediction,actual,edge,bet,bet_hit,profit,roi_pct
q4_total,men_or_open,14341029,UCC Assigeco Piacenza,Tramarossa Vicenza,39.0,17.2,38,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,14341026,Herons Basket,Novipi? Monferrato Basket,39.0,20.3,40,-18.7,UNDER,False,-1,-100
q4_total,men_or_open,14292123,Alba Berlin,Mitteldeutscher BC,39.0,22.1,40,-16.9,UNDER,False,-1,-100
q4_total,men_or_open,14251589,Team Fog N?stved,Holbaek-Stenhus,39.0,32.2,49,-6.8,UNDER,False,-1,-100
q4_total,men_or_open,14251587,BMS Herlev Wolfpack,V?rl?se BBK,39.0,17.8,47,-21.2,UNDER,False,-1,-100
q4_total,men_or_open,14251586,BC Copenhagen,BK Amager,39.0,18.9,46,-20.1,UNDER,False,-1,-100
q4_total,men_or_open,14251584,BK Vejen,EBAA-Basketball,39.0,16.9,52,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14251581,Horsens IC,Bakken Bears,39.0,19.0,52,-20.0,UNDER,False,-1,-100
q4_total,men_or_open,14208276,Veolia Towers Hamburg (Cyber),?l?sk Wroc?aw (Cyber),39.0,25.1,11,-13.9,UNDER,True,0.91,91.0
q4_total,men_or_open,14207989,Fenerbah?e (Cyber),?algiris Kaunas (Cyber),39.0,19.9,42,-19.1,UNDER,False,-1,-100
q4_total,men_or_open,14207984,Maccabi TA (Cyber),Dubai BC (Cyber),39.0,21.8,29,-17.2,UNDER,True,0.91,91.0
q4_total,men_or_open,14207964,Anadolu Efes (Cyber),AS Monaco (Cyber),39.0,22.8,23,-16.2,UNDER,True,0.91,91.0
q4_total,men_or_open,14207955,AS Monaco (Cyber),Olympiacos (Cyber),39.0,19.7,50,-19.3,UNDER,False,-1,-100
q4_total,men_or_open,14207938,EA7 Milan (Cyber),FC Bar?a (Cyber),39.0,19.3,34,-19.7,UNDER,True,0.91,91.0
q4_total,men_or_open,14207937,Partizan Belgrade (Cyber),Dubai BC (Cyber),39.0,20.5,25,-18.5,UNDER,True,0.91,91.0
q4_total,men_or_open,14194561,Goyang Sono Skygunners,Seoul Samsung Thunders,39.0,19.6,36,-19.4,UNDER,True,0.91,91.0
q4_total,men_or_open,14194560,Daegu KOGAS Pegasus,Seoul SK Knights,39.0,17.2,39,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14149260,United Woluwe Basket,Avanti Brugge 2015,39.0,17.6,50,-21.4,UNDER,False,-1,-100
q4_total,men_or_open,14149259,Spirou Basket B,SFS BCCA Neufchateau,39.0,21.5,44,-17.5,UNDER,False,-1,-100
q4_total,men_or_open,14149258,BBC Falco Gent,BBC Croonen Lommel,39.0,19.3,39,-19.7,UNDER,False,-1,-100
q4_total,men_or_open,14128470,Armann,Stjarnan,39.0,17.9,43,-21.1,UNDER,False,-1,-100
q4_total,men_or_open,14128469,Thor Thorlakshofn,UMF Tindastoll,39.0,16.9,50,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14128462,UMF Grindav?k,?R Reykjav?k,39.0,31.5,38,-7.5,UNDER,True,0.91,91.0
q4_total,men_or_open,14128461,UMF Njardvik,KR Reykjavik,39.0,17.6,50,-21.4,UNDER,False,-1,-100
q4_total,men_or_open,14128459,IA Akranes,Keflavik,39.0,23.4,42,-15.6,UNDER,False,-1,-100
q4_total,men_or_open,14128458,?lftanes,Valur Reykjavik,39.0,22.4,47,-16.6,UNDER,False,-1,-100
q4_total,men_or_open,15656660,Converge Fiberxers,Barangay Ginebra San Miguel,39.0,30.3,37,-8.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15906220,Cocodrilos de Caracas,Piratas de La Guaira,39.0,17.2,52,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15903573,Baskonia (Cyber),FC Bar?a (Cyber),39.0,19.4,39,-19.6,UNDER,False,-1,-100
q4_total,men_or_open,15823442,Djurg?rden Basket,Aros,39.0,20.2,36,-18.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15776210,Brillantes del Zulia,Guaiquer?es de Margarita,39.0,19.3,48,-19.7,UNDER,False,-1,-100
q4_total,men_or_open,15768279,Club Baloncesto Adareva Tenerife,MCR Lima-Horta Barcelona,39.0,19.0,18,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15768276,Melilla Ciudad del Deporte La Salle,Unicaja Mijas Malaga,39.0,22.9,29,-16.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15768275,Fundacion Navarra Baloncesto Ardoi,Iraurgi Saski Baloia,39.0,22.7,26,-16.3,UNDER,True,0.91,91.0
q4_total,men_or_open,15656255,Willamette Valley Jaguars,Grant County RedTails,39.0,30.3,54,-8.7,UNDER,False,-1,-100
q4_total,men_or_open,15639440,City Oilers,UMU Flames,39.0,23.3,35,-15.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15639438,Kampala Rockets,KCCA Panthers,39.0,22.3,31,-16.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15612840,Niko-Basket Mykolaiv,BC Hoverla,39.0,19.8,49,-19.2,UNDER,False,-1,-100
q4_total,men_or_open,15612301,BC Dnipro,BC Kyiv-Basket,39.0,21.1,39,-17.9,UNDER,False,-1,-100
q4_total,men_or_open,14791987,Cb Zaragoza,Club Baloncesto Pe?as,39.0,18.8,33,-20.2,UNDER,True,0.91,91.0
q4_total,men_or_open,14666052,AIK Basket,Trelleborg Basket,39.0,19.8,47,-19.2,UNDER,False,-1,-100
q4_total,men_or_open,14374787,Juaristi ISB,CB Ciudad de Ponferrada,39.0,20.2,45,-18.8,UNDER,False,-1,-100
q4_total,men_or_open,14374784,CB Clavijo,Caceres Patrimonio de La Humanidad,39.0,21.3,38,-17.7,UNDER,True,0.91,91.0
q4_total,men_or_open,14374783,Amics Castell?,Basquet Sant Antoni,39.0,19.7,33,-19.3,UNDER,True,0.91,91.0
q4_total,men_or_open,14374773,Spanish Basketball Academy,Sol Girones Bisbal,39.0,22.1,37,-16.9,UNDER,True,0.91,91.0
q4_total,men_or_open,15573044,BC Sabah,Quba BC,39.0,19.3,49,-19.7,UNDER,False,-1,-100
q4_total,men_or_open,15573043,Ordu IK,Sumgayit BK,39.0,19.6,51,-19.4,UNDER,False,-1,-100
q4_total,men_or_open,15566988,BC Kalev/Cramo,Keila Coolbet,39.0,20.1,59,-18.9,UNDER,False,-1,-100
q4_total,women,15566009,NSA,Antranik Beirut,39.0,23.4,25,-15.6,UNDER,True,0.91,91.0
q4_total,men_or_open,15563480,Svendborg Rabbits,Randers Cimbria,39.0,17.9,46,-21.1,UNDER,False,-1,-100
q4_total,men_or_open,15561890,KB Trep?a,KB Bashkimi,39.0,19.4,45,-19.6,UNDER,False,-1,-100
q4_total,men_or_open,15556297,CSM Oradea,U-Banca Transilvania Cluj-Napoca,39.0,17.2,32,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15555658,Capitalinos de San Juan,Llaneros de Toa Baja,39.0,17.2,38,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15555657,La Tribu de Mayaguez,Vejigantes de Ponce,39.0,19.7,40,-19.3,UNDER,False,-1,-100
q4_total,men_or_open,15555655,Caribes de Penuelas,Maratonistas de Coamo,39.0,22.8,43,-16.2,UNDER,False,-1,-100
q4_total,men_or_open,15553932,Vllaznia Shkod?r,Teuta Durr?s,39.0,17.2,39,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15553931,Apolonia Fier,KB Kamza,39.0,19.8,42,-19.2,UNDER,False,-1,-100
q4_total,men_or_open,15553930,KS Tirana,BC Partizani Tirana,39.0,22.4,33,-16.6,UNDER,True,0.91,91.0
q4_total,men_or_open,15546209,IsandsWicho? Siechnice II Jelenia G?ra,Katarzynki II Toru?,39.0,20.1,50,-18.9,UNDER,False,-1,-100
q4_total,men_or_open,15545867,TS Wis?a Krak?w,MKS II D?browa G?rnicza,39.0,18.0,44,-21.0,UNDER,False,-1,-100
q4_total,men_or_open,15545866,Profbud Legia II Warszawa,Bank Sp??dzielczy Mi?sk Mazowiecki,39.0,19.7,22,-19.3,UNDER,True,0.91,91.0
q4_total,men_or_open,15545865,KS Sudety Jelenia Gora,WKK II Active Hotel Wroc?aw,39.0,19.0,38,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15545864,WrapMania.eu KK Ole?nica,Pyra AZS Szko?a Gortata Pozna?,39.0,19.5,53,-19.5,UNDER,False,-1,-100
q4_total,men_or_open,15545863,SMS PZKosz W?adys?awowo,Pogo? Mogilno,39.0,18.9,51,-20.1,UNDER,False,-1,-100
q4_total,men_or_open,15545862,KS BNG Kutno,Akademia Gortata Gda?sk,39.0,20.6,44,-18.4,UNDER,False,-1,-100
q4_total,men_or_open,15545310,Inspired Generation,Azomco,39.0,19.3,31,-19.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15545309,APR BBC,East African University Rwanda,39.0,21.7,35,-17.3,UNDER,True,0.91,91.0
q4_total,men_or_open,15544146,Stella Azzurra Viterbo,Carver Roma Cinecitt?,39.0,19.3,33,-19.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15537813,KK Mladost Zemun,KK Vr?ac,39.0,16.9,37,-22.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15525498,Rayos de Hermosillo,Frayles De Guasave,39.0,17.2,54,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15525497,Ostioneros de Guaymas,Zonkeys De Tijuana,39.0,18.6,38,-20.4,UNDER,True,0.91,91.0
q4_total,men_or_open,15525496,?ngeles de la Ciudad de M?xico,Astros de Jalisco,39.0,17.8,38,-21.2,UNDER,True,0.91,91.0
q4_total,men_or_open,15525439,Victoria University Crocs,Rezlife Saints,39.0,21.2,35,-17.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15525437,JKL Dolphins,KCCA Panthers,39.0,22.9,21,-16.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15516902,Atl?tico Valdemiga,Blaze Wolves,39.0,16.9,43,-22.1,UNDER,False,-1,-100
q4_total,women,15514818,Pearl Queens,KIU Rangers,39.0,23.6,29,-15.4,UNDER,True,0.91,91.0
q4_total,women,15514815,Miracle Eaglets,Angels Basketball,39.0,23.6,22,-15.4,UNDER,True,0.91,91.0
q4_total,women,15514812,JKL Lady Dolphins,Magic Stormers,39.0,18.1,28,-20.9,UNDER,True,0.91,91.0
q4_total,men_or_open,15514175,MKKS ?ak Koszalin,BSA AMW Arka Gdynia,39.0,17.9,44,-21.1,UNDER,False,-1,-100
q4_total,men_or_open,15514172,Tarnovia Tarnowo Podg?rne,PGE Sp?jnia Vario II Stargard,39.0,25.6,50,-13.4,UNDER,False,-1,-100
q4_total,women,15494352,Quimsa de Santiago del Estero,Instituto Atletico Central Cordoba,39.0,24.3,38,-14.7,UNDER,True,0.91,91.0
q4_total,women,15485869,Reyer Venezia,Famila Wuber Schio,39.0,18.3,24,-20.7,UNDER,True,0.91,91.0
q4_total,women,15485868,USK Praha,Casademont Zaragoza Femenino,39.0,18.1,44,-20.9,UNDER,False,-1,-100
q4_total,women,15485867,Fenerbah?e,SPAR Citylift Girona,39.0,17.6,34,-21.4,UNDER,True,0.91,91.0
q4_total,women,15485838,REG BBC,Azomco BC,39.0,19.3,44,-19.7,UNDER,False,-1,-100
q4_total,men_or_open,15478587,Bigu? de Villa Biarritz,CA Welcome,39.0,21.0,37,-18.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15460123,Cosea Bourg (Cyber),Peristeri (Cyber),39.0,25.0,26,-14.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15451548,Ratiopharm Ulm,EWE Baskets Oldenburg,39.0,19.5,41,-19.5,UNDER,False,-1,-100
q4_total,men_or_open,15450027,Ukmerg?s SC-Jusema,Utenos Dauni?kio prekyba-Juventus,39.0,19.7,43,-19.3,UNDER,False,-1,-100
q4_total,men_or_open,15444918,LDLC ASVEL Lyon-Villeurbanne Espoirs U21,Nanterre 92 Espoirs,39.0,22.0,46,-17.0,UNDER,False,-1,-100
q4_total,women,15441306,MBK Ru?omberok,Sl?via Bansk? Bystrica,39.0,23.4,32,-15.6,UNDER,True,0.91,91.0
q4_total,women,15441298,Pie??ansk? ?ajky,Slovan Bratislava,39.0,23.8,44,-15.2,UNDER,False,-1,-100
q4_total,men_or_open,15441288,KK Split,KK Omi? ?agalj Tours,39.0,20.4,34,-18.6,UNDER,True,0.91,91.0
q4_total,men_or_open,15441283,KK Zadar,KK Dinamo Zagreb,39.0,19.8,33,-19.2,UNDER,True,0.91,91.0
q4_total,men_or_open,15441265,Bisons Loimaa,Lahti Basketball,39.0,16.9,47,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,15439343,Dreamland Gran Canaria,Surne Bilbao Basket,39.0,16.9,43,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,15415950,Bah?e?ehir Koleji,Anadolu Efes,39.0,20.7,56,-18.3,UNDER,False,-1,-100
q4_total,men_or_open,15415949,Tofa? Bursa,Be?ikta? Gain,39.0,17.8,44,-21.2,UNDER,False,-1,-100
q4_total,men_or_open,15411718,Nuwaidrat,Al Manama,39.0,19.0,46,-20.0,UNDER,False,-1,-100
q4_total,men_or_open,15411716,Al Hala,Al Najma,39.0,22.4,52,-16.6,UNDER,False,-1,-100
q4_total,men_or_open,15407764,Poggibonsi Basket,Polisportiva Galli Basket,39.0,21.0,32,-18.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15407763,C.S. Monteroni,Montespertoli,39.0,20.2,37,-18.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15407761,Cerretese Basket,Basket Sestese,39.0,19.0,36,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15407759,Synergy Basket Valdarno,Cantini Lorano Jokers,39.0,19.5,30,-19.5,UNDER,True,0.91,91.0
q4_total,men_or_open,15407758,Lions Montemurlo,Basket Aretina,39.0,17.2,32,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15407008,Cestistica Audace Pescia,Centro Minibasket Carrara,39.0,22.4,38,-16.6,UNDER,True,0.91,91.0
q4_total,men_or_open,15407007,Libertas Basket Lucca,Polisportiva Nicola Chimenti Livorno,39.0,23.3,37,-15.7,UNDER,True,0.91,91.0
q4_total,men_or_open,15407006,Basket Calcinaia,Basket Donoratico,39.0,20.4,48,-18.6,UNDER,False,-1,-100
q4_total,men_or_open,15407005,Juve Pontedera,Libertas Academy Livorno,39.0,23.4,41,-15.6,UNDER,False,-1,-100
q4_total,men_or_open,15407004,Carrara Legends,Castelfranco Frogs,39.0,18.6,24,-20.4,UNDER,True,0.91,91.0
q4_total,men_or_open,15407003,Gea Basketball Grosseto,Valdicornia,39.0,18.7,42,-20.3,UNDER,False,-1,-100
q4_total,men_or_open,15407002,Shoemakers Monsummano,Lucca Sky Walkers,39.0,23.2,19,-15.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15404371,KA Osijek U17,KK Zadar U17,39.0,18.6,28,-20.4,UNDER,True,0.91,91.0
q4_total,men_or_open,15404370,KK Medve??ak U17,KK Cedevita Junior U17,39.0,19.0,38,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15404367,KK Kvarner 2010 U17,GKK ?ibenka U17,39.0,18.6,50,-20.4,UNDER,False,-1,-100
q4_total,men_or_open,15402612,BK JIP Pardubice,ERA Nymburk,39.0,17.0,50,-22.0,UNDER,False,-1,-100
q4_total,men_or_open,15402605,BK Opava,BK Sluneta Usti Nad Labem,39.0,18.6,42,-20.4,UNDER,False,-1,-100
q4_total,men_or_open,15402602,BK D???n,Sokol P?sek Sr?ni,39.0,16.9,38,-22.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15395132,EA7 Emporio Armani Milano,Pallacanestro Trieste,39.0,17.0,48,-22.0,UNDER,False,-1,-100
q4_total,men_or_open,15395131,Germani Brescia,APU Udine,39.0,19.6,25,-19.4,UNDER,True,0.91,91.0
q4_total,men_or_open,15372447,Manchester Basketball,Newcastle Eagles,39.0,20.1,63,-18.9,UNDER,False,-1,-100
q4_total,men_or_open,15294745,Antranik,Beirut,39.0,20.2,38,-18.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15265188,Gimnasia Comodoro Rivadavia,Racing de Chivilcoy,39.0,18.2,35,-20.8,UNDER,True,0.91,91.0
q4_total,men_or_open,15265187,Obras Sanitarias,Ober? Tenis Club,39.0,17.0,37,-22.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15265184,Regatas Corrientes,La Uni?n de Formosa,39.0,19.7,27,-19.3,UNDER,True,0.91,91.0
q4_total,men_or_open,15204215,Corinthians,Mogi das Cruzes,39.0,19.8,44,-19.2,UNDER,False,-1,-100
q4_total,men_or_open,15204213,Fortaleza Basquete Cearense,Pato Basquete,39.0,22.9,30,-16.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15180618,Borneo Hornbills,Dewa United Basketball Surabaya,39.0,26.8,33,-12.2,UNDER,True,0.91,91.0
q4_total,men_or_open,15113604,Barrio Parque,CA Huracan Las Heras,39.0,20.1,55,-18.9,UNDER,False,-1,-100
q4_total,men_or_open,15113603,Racing Club de Avellaneda,Ciclista Juninense,39.0,20.5,36,-18.5,UNDER,True,0.91,91.0
q4_total,men_or_open,15113602,Central Entrerriano,El Talar y Anexo B?squet,39.0,17.2,41,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15113601,Gimnasia y Esgrima de La Plata,Alianza Viedma,39.0,17.2,41,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14442345,Los Angeles Lakers,Washington Wizards,39.0,35.2,53,-3.8,UNDER,False,-1,-100
q4_total,men_or_open,14439312,Oklahoma City Thunder,Detroit Pistons,39.0,31.7,49,-7.3,UNDER,False,-1,-100
q4_total,men_or_open,14439336,Utah Jazz,Cleveland Cavaliers,39.0,38.7,52,-0.3,UNDER,False,-1,-100
q4_total,men_or_open,14442520,Dallas Mavericks,Minnesota Timberwolves,39.0,36.5,53,-2.5,UNDER,False,-1,-100
q4_total,men_or_open,14698443,BV Chemnitz 99,MLP Academics Heidelberg,39.0,20.7,40,-18.3,UNDER,False,-1,-100
q4_total,men_or_open,14863603,Al Riyadi Beirut,Shahrdari Gorgan,39.0,18.0,44,-21.0,UNDER,False,-1,-100
q4_total,men_or_open,14783894,MBA-MAI Moscow,CSKA Moscow,39.0,23.5,51,-15.5,UNDER,False,-1,-100
q4_total,women,14757386,Houston Cougars,TCU Horned Frogs,39.0,18.0,22,-21.0,UNDER,True,0.91,91.0
q4_total,women,14757384,Texas Tech Red Raiders,Baylor Bears,39.0,19.5,32,-19.5,UNDER,True,0.91,91.0
q4_total,women,14757244,Villanova Wildcats,Connecticut Huskies,39.0,17.9,37,-21.1,UNDER,True,0.91,91.0
q4_total,women,14756936,Minnesota Golden Gophers,Ohio State Buckeyes,39.0,22.7,40,-16.3,UNDER,False,-1,-100
q4_total,women,14756935,Michigan State Spartans,Northwestern Wildcats,39.0,16.8,44,-22.2,UNDER,False,-1,-100
q4_total,men_or_open,14715548,Chelbasket Chelyabinsk,Universitet-Ugra Surgut,39.0,19.8,44,-19.2,UNDER,False,-1,-100
q4_total,men_or_open,14715547,Metallurg Magnitogorsk,Dynamo Ufa,39.0,20.7,23,-18.3,UNDER,True,0.91,91.0
q4_total,men_or_open,14715546,CSKA-2 Moscow,BC Novosibirsk,39.0,19.8,38,-19.2,UNDER,True,0.91,91.0
q4_total,men_or_open,14715544,BC Tambov,Barnaul Altay Kray,39.0,17.0,54,-22.0,UNDER,False,-1,-100
q4_total,men_or_open,14714627,Melbourne United,South East Melbourne Phoenix,39.0,16.9,46,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14714626,New Zealand Breakers,Cairns Taipans,39.0,31.0,45,-8.0,UNDER,False,-1,-100
q4_total,men_or_open,14704320,Kandava/Anzage,Grobina,39.0,16.9,40,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14704187,Rbs Rigas Juniori,RSU/VEF Riga,39.0,19.3,41,-19.7,UNDER,False,-1,-100
q4_total,men_or_open,14698441,Telekom Baskets Bonn,Rasta Vechta,39.0,18.0,48,-21.0,UNDER,False,-1,-100
q4_total,men_or_open,14698439,Rostock Seawolves,Bamberg Baskets,39.0,21.3,35,-17.7,UNDER,True,0.91,91.0
q4_total,men_or_open,14698436,L?wen Braunschweig,Fitness First W?rzburg Baskets,39.0,17.2,38,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,14670962,Siaz Basket,Moncada Energy Group Agrigento,39.0,20.5,36,-18.5,UNDER,True,0.91,91.0
q4_total,women,14640934,S?dert?lje BBK,Lulea BBK,39.0,17.6,37,-21.4,UNDER,True,0.91,91.0
q4_total,women,14611990,CAB Madeira,Sporting Cp,39.0,23.0,46,-16.0,UNDER,False,-1,-100
q4_total,men_or_open,14605522,Hapoel Tel-Aviv,Maccabi Urban Ramat Gan,39.0,18.6,32,-20.4,UNDER,True,0.91,91.0
q4_total,men_or_open,14563260,R?gas Ze??i,BK Ogre,39.0,16.9,47,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14563259,BK Liep?ja,BK Ventspils,39.0,16.9,44,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14531211,Aanekosken Huima,Kipina Basket,39.0,18.9,38,-20.1,UNDER,True,0.91,91.0
q4_total,men_or_open,14531210,Oulun Nmky,Hba-Marsky,39.0,20.2,45,-18.8,UNDER,False,-1,-100
q4_total,men_or_open,14531068,Fribourg Olympic Basket,BBC Nyon,39.0,19.7,48,-19.3,UNDER,False,-1,-100
q4_total,men_or_open,14531067,Spinelli Massagno,BBC Monthey-Chablais,39.0,18.5,41,-20.5,UNDER,False,-1,-100
q4_total,men_or_open,14531066,Starwings Basket,Union Neuch?tel,39.0,20.5,46,-18.5,UNDER,False,-1,-100
q4_total,men_or_open,14441704,BC Samara,Pari Nizhny Novgorod,39.0,17.2,42,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14428853,Paneve?io 7Bet-Lietkabelis,?iauliai,39.0,17.0,29,-22.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14428852,K?daini? Nev??is,Kauno ?algiris,39.0,18.8,40,-20.2,UNDER,False,-1,-100
q4_total,men_or_open,14341375,Luiss Roma,SC Juvecaserta 2021,39.0,19.0,34,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14341374,Power Basket Nocera,Orasi Ravenna,39.0,17.2,42,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14341373,Solbat Basket Golfo Piombino,Asd Loreto Basket,39.0,21.0,31,-18.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14341372,Janus Basket Fabriano,Andrea Costa Imola,39.0,17.2,31,-21.8,UNDER,True,0.91,91.0
q4_total,men_or_open,14341371,Virtus Imola,Dany Basket Quarrata,39.0,18.2,37,-20.8,UNDER,True,0.91,91.0
q4_total,men_or_open,14341370,Ferrara Basket 2018,Virtus GVM Roma 1960,39.0,18.5,49,-20.5,UNDER,False,-1,-100
q4_total,men_or_open,14341369,Raggisolaris Faenza,Basket Academy Jesi,39.0,21.1,44,-17.9,UNDER,False,-1,-100
q4_total,men_or_open,14341367,Psa Basket Casoria,Pielle Livorno,39.0,20.7,39,-18.3,UNDER,False,-1,-100
q4_total,men_or_open,14341033,Treviglio Brianza Basket,Orzi Basket,39.0,19.0,38,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14341031,Elachem Vigevano 1955,Pallacanestro Fiorenzuola 1972,39.0,19.6,37,-19.4,UNDER,True,0.91,91.0
q4_total,men_or_open,14341028,Pallacanestro Piacentina,Pallacanestro Aurora Desio,39.0,16.9,44,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14341027,Montecatini Terme Basketball,Paffoni Fulgor Omegna,39.0,20.1,35,-18.9,UNDER,True,0.91,91.0
q4_total,men_or_open,14341025,Knights Legnano,Rucker Sanve San Vendemiano,39.0,19.0,38,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14341024,Virtus Lumezzane,Fulgor Fidenza,39.0,19.9,50,-19.1,UNDER,False,-1,-100
q4_total,men_or_open,14207971,?algiris Kaunas (Cyber),Real Madrid (Cyber),39.0,16.9,47,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14207968,Bayern M?nchen (Cyber),Dubai BC (Cyber),39.0,19.0,33,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14207940,Real Madrid (Cyber),Virtus Bologna (Cyber),39.0,20.1,40,-18.9,UNDER,False,-1,-100
q4_total,women,14128711,Hamar Thor,KK Reykjavik,39.0,17.9,66,-21.1,UNDER,False,-1,-100
q4_total,women,14128709,Keflavik,UMF Grindavik,39.0,16.0,53,-23.0,UNDER,False,-1,-100
q4_total,men_or_open,14078272,Alvik BBK,Huddinge Basketklubb,39.0,17.2,46,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14024340,Kangoeroes Basket Mechelen,Belfius Mons-Hainaut,39.0,20.5,33,-18.5,UNDER,True,0.91,91.0
q4_total,men_or_open,14024338,Spirou Charleroi,Hubo Limburg United,39.0,16.9,40,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14024337,Filou Oostende,Stella Artois Leuven Bears,39.0,22.3,40,-16.7,UNDER,False,-1,-100
q4_total,men_or_open,14024336,Basketball Academie Limburg,Kortrijk Spurs,39.0,19.0,31,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,14024335,Rotterdam City Basketball,LWD Basket,39.0,16.9,40,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,14024334,Zorg en Zekerheid Leiden,Brussels Basketball,39.0,17.2,59,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,14024333,Den Helder Suns,Landstede Hammers,39.0,19.0,32,-20.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15555653,Llaneros de Toa Baja,Capitalinos de San Juan,39.0,22.3,43,-16.7,UNDER,False,-1,-100
q4_total,men_or_open,15555652,Maratonistas de Coamo,Caribes de Penuelas,39.0,17.2,40,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15555651,Vejigantes de Ponce,La Tribu de Mayaguez,39.0,19.6,37,-19.4,UNDER,True,0.91,91.0
q4_total,men_or_open,15550619,U-Banca Transilvania Cluj-Napoca,CS Dinamo Bucure?ti,39.0,19.8,36,-19.2,UNDER,True,0.91,91.0
q4_total,men_or_open,15550451,Hepa Rapla,BC Kalev/Cramo,39.0,18.9,37,-20.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15548473,CSM T?rgu Mure?,CSM Oradea,39.0,17.9,44,-21.1,UNDER,False,-1,-100
q4_total,men_or_open,15537956,Transcom P?rnu,Keila Coolbet,39.0,20.0,35,-19.0,UNDER,True,0.91,91.0
q4_total,men_or_open,15527035,Erdenet Miners,Khovd Falcons,39.0,18.5,51,-20.5,UNDER,False,-1,-100
q4_total,men_or_open,15527034,SG Apes,Chi Forest Mongolians,39.0,17.2,52,-21.8,UNDER,False,-1,-100
q4_total,men_or_open,15525491,Pioneros de Los Mochis,Halcones de Ciudad Obreg?n,39.0,16.9,51,-22.1,UNDER,False,-1,-100
q4_total,men_or_open,15513660,Bendigo Spirit,Perth Lynx,39.0,17.2,30,-21.8,UNDER,True,0.91,91.0
q4_total,women,15495101,Sl?via Bansk? Bystrica,SB? Ostrava,39.0,21.4,35,-17.6,UNDER,True,0.91,91.0
q4_total,women,15494371,Instituto Atletico Central Cordoba,Club Cha?ares,39.0,23.2,37,-15.8,UNDER,True,0.91,91.0
q4_total,women,15494368,CA Riachuelo de la Rioja,Club Gorriones,39.0,18.9,23,-20.1,UNDER,True,0.91,91.0
q4_total,men_or_open,15485263,BC Dubai,KK Bosna,39.0,18.7,54,-20.3,UNDER,False,-1,-100
